,DEPT,GR,CILD,RHOB,NPLS,PE,ILD,SP,DT,Formation,Well name
25857,2655.0,127.74,127.96,2.43,26.01,3.1,7.82,72.89,999.0,Kinderhook,STRAHM #2-27
25858,2655.5,123.69,128.09,2.43,24.94,3.04,7.81,72.58,999.0,Kinderhook,STRAHM #2-27
25859,2656.0,112.1,128.55,2.43,25.47,3.0,7.78,72.7,999.0,Kinderhook,STRAHM #2-27
25860,2656.5,106.25,129.16,2.43,26.22,3.04,7.74,73.26,999.0,Kinderhook,STRAHM #2-27
25861,2657.0,118.83,129.55,2.45,26.24,3.14,7.72,74.07,999.0,Kinderhook,STRAHM #2-27
25862,2657.5,121.9,129.45,2.46,24.04,3.18,7.72,74.5,999.0,Kinderhook,STRAHM #2-27
25863,2658.0,104.97,128.84,2.44,22.48,3.12,7.76,74.24,999.0,Kinderhook,STRAHM #2-27
25864,2658.5,91.36,128.24,2.39,23.52,3.1,7.8,73.81,999.0,Kinderhook,STRAHM #2-27
25865,2659.0,93.44,128.16,2.35,25.49,3.12,7.8,73.57,999.0,Kinderhook,STRAHM #2-27
25866,2659.5,93.78,128.83,2.35,24.97,3.16,7.76,73.48,999.0,Kinderhook,STRAHM #2-27
25867,2660.0,91.24,129.74,2.37,23.54,3.11,7.71,73.39,999.0,Kinderhook,STRAHM #2-27
25868,2660.5,102.41,130.17,2.38,23.05,2.99,7.68,73.38,999.0,Kinderhook,STRAHM #2-27
25869,2661.0,112.05,130.02,2.38,23.15,2.87,7.69,72.96,999.0,Kinderhook,STRAHM #2-27
25870,2661.5,116.39,129.41,2.36,23.59,2.84,7.73,72.0,999.0,Kinderhook,STRAHM #2-27
25871,2662.0,127.53,128.46,2.33,24.01,2.88,7.78,71.26,999.0,Kinderhook,STRAHM #2-27
25872,2662.5,139.13,127.85,2.32,23.98,2.91,7.82,71.31,999.0,Kinderhook,STRAHM #2-27
25873,2663.0,138.68,127.7,2.33,23.23,2.94,7.83,72.13,999.0,Kinderhook,STRAHM #2-27
25874,2663.5,125.98,128.12,2.35,22.87,3.01,7.8,73.44,999.0,Kinderhook,STRAHM #2-27
25875,2664.0,117.52,128.63,2.4,22.83,3.13,7.77,74.81,999.0,Kinderhook,STRAHM #2-27
25876,2664.5,120.25,129.09,2.46,24.53,3.26,7.75,75.63,999.0,Kinderhook,STRAHM #2-27
25877,2665.0,115.37,128.96,2.5,26.28,3.35,7.75,75.79,999.0,Kinderhook,STRAHM #2-27
25878,2665.5,106.58,128.79,2.53,26.46,3.31,7.76,75.26,999.0,Kinderhook,STRAHM #2-27
25879,2666.0,113.17,128.62,2.49,26.56,3.21,7.78,74.06,999.0,Kinderhook,STRAHM #2-27
25880,2666.5,110.25,128.67,2.41,25.99,3.13,7.77,72.73,999.0,Kinderhook,STRAHM #2-27
25881,2667.0,103.1,128.86,2.37,25.95,3.03,7.76,71.71,999.0,Kinderhook,STRAHM #2-27
25882,2667.5,116.17,129.55,2.37,26.07,2.98,7.72,70.99,999.0,Kinderhook,STRAHM #2-27
25883,2668.0,126.89,130.38,2.36,25.34,3.02,7.67,70.76,999.0,Kinderhook,STRAHM #2-27
25884,2668.5,123.96,131.17,2.34,25.77,3.06,7.62,70.94,999.0,Kinderhook,STRAHM #2-27
25885,2669.0,118.1,131.59,2.32,25.68,3.08,7.6,71.14,999.0,Kinderhook,STRAHM #2-27
25886,2669.5,118.11,131.66,2.31,22.74,3.11,7.6,71.25,999.0,Kinderhook,STRAHM #2-27
25887,2670.0,114.62,131.53,2.34,21.69,3.14,7.6,71.57,999.0,Kinderhook,STRAHM #2-27
25888,2670.5,108.78,131.15,2.35,22.7,3.16,7.62,72.17,999.0,Kinderhook,STRAHM #2-27
25889,2671.0,111.47,131.18,2.34,23.66,3.13,7.62,72.74,999.0,Kinderhook,STRAHM #2-27
25890,2671.5,112.45,131.31,2.33,25.06,3.1,7.62,73.3,999.0,Kinderhook,STRAHM #2-27
25891,2672.0,110.01,131.53,2.35,25.65,3.11,7.6,73.95,999.0,Kinderhook,STRAHM #2-27
25892,2672.5,113.85,131.72,2.38,24.52,3.13,7.59,74.58,999.0,Kinderhook,STRAHM #2-27
25893,2673.0,118.18,131.51,2.42,23.86,3.15,7.6,74.97,999.0,Kinderhook,STRAHM #2-27
25894,2673.5,115.49,131.12,2.43,23.95,3.13,7.63,75.03,999.0,Kinderhook,STRAHM #2-27
25895,2674.0,113.17,130.57,2.43,23.49,3.08,7.66,74.88,999.0,Kinderhook,STRAHM #2-27
25896,2674.5,115.9,130.2,2.42,24.01,2.98,7.68,74.61,999.0,Kinderhook,STRAHM #2-27
25897,2675.0,117.72,130.12,2.42,25.18,2.88,7.69,74.44,999.0,Kinderhook,STRAHM #2-27
25898,2675.5,107.19,130.03,2.44,26.03,2.9,7.69,74.43,999.0,Kinderhook,STRAHM #2-27
25899,2676.0,100.82,130.01,2.47,26.34,3.1,7.69,74.39,999.0,Kinderhook,STRAHM #2-27
25900,2676.5,113.95,129.81,2.5,25.18,3.32,7.7,74.09,999.0,Kinderhook,STRAHM #2-27
25901,2677.0,114.28,129.63,2.5,23.83,3.42,7.71,73.98,999.0,Kinderhook,STRAHM #2-27
25902,2677.5,104.79,129.14,2.48,24.62,3.32,7.74,74.17,999.0,Kinderhook,STRAHM #2-27
25903,2678.0,110.24,128.63,2.46,24.75,3.17,7.77,74.18,999.0,Kinderhook,STRAHM #2-27
25904,2678.5,116.32,128.44,2.43,23.29,3.15,7.79,73.74,999.0,Kinderhook,STRAHM #2-27
25905,2679.0,109.61,128.12,2.39,22.75,3.26,7.81,73.5,999.0,Kinderhook,STRAHM #2-27
25906,2679.5,99.99,127.97,2.38,22.75,3.33,7.81,73.71,999.0,Kinderhook,STRAHM #2-27
25907,2680.0,101.17,128.21,2.39,24.0,3.3,7.8,73.89,999.0,Kinderhook,STRAHM #2-27
25908,2680.5,108.5,128.74,2.42,24.29,3.2,7.77,74.31,999.0,Kinderhook,STRAHM #2-27
25909,2681.0,114.8,129.54,2.46,23.87,3.05,7.72,74.85,999.0,Kinderhook,STRAHM #2-27
25910,2681.5,128.7,130.14,2.49,23.81,2.95,7.68,74.93,999.0,Kinderhook,STRAHM #2-27
25911,2682.0,135.76,130.02,2.52,23.56,3.0,7.69,74.28,999.0,Kinderhook,STRAHM #2-27
25912,2682.5,129.84,129.33,2.5,23.71,3.17,7.73,73.16,999.0,Kinderhook,STRAHM #2-27
25913,2683.0,121.26,128.42,2.44,24.02,3.35,7.79,71.97,999.0,Kinderhook,STRAHM #2-27
25914,2683.5,120.3,127.58,2.39,23.73,3.43,7.84,71.34,999.0,Kinderhook,STRAHM #2-27
25915,2684.0,113.5,127.35,2.38,23.0,3.41,7.85,71.52,999.0,Kinderhook,STRAHM #2-27
25916,2684.5,100.49,127.34,2.4,22.22,3.33,7.85,72.35,999.0,Kinderhook,STRAHM #2-27
25917,2685.0,103.39,127.45,2.41,21.69,3.3,7.85,73.09,999.0,Kinderhook,STRAHM #2-27
25918,2685.5,116.15,127.46,2.43,22.35,3.24,7.85,73.44,999.0,Kinderhook,STRAHM #2-27
25919,2686.0,121.82,127.32,2.45,23.13,3.11,7.85,73.59,999.0,Kinderhook,STRAHM #2-27
25920,2686.5,113.49,127.25,2.43,23.36,3.0,7.86,73.7,999.0,Kinderhook,STRAHM #2-27
25921,2687.0,113.95,127.38,2.42,23.18,2.99,7.85,73.75,999.0,Kinderhook,STRAHM #2-27
25922,2687.5,105.43,127.81,2.44,24.17,3.05,7.82,73.74,999.0,Kinderhook,STRAHM #2-27
25923,2688.0,86.79,128.41,2.46,24.48,3.08,7.79,73.81,999.0,Kinderhook,STRAHM #2-27
25924,2688.5,93.55,129.05,2.45,23.97,3.04,7.75,74.03,999.0,Kinderhook,STRAHM #2-27
25925,2689.0,106.09,129.65,2.44,23.78,2.97,7.71,74.4,999.0,Kinderhook,STRAHM #2-27
25926,2689.5,110.52,130.05,2.42,22.8,2.88,7.69,75.04,999.0,Kinderhook,STRAHM #2-27
25927,2690.0,114.09,130.05,2.38,21.69,2.78,7.69,75.67,999.0,Kinderhook,STRAHM #2-27
25928,2690.5,114.56,129.7,2.35,21.69,2.83,7.71,75.65,999.0,Kinderhook,STRAHM #2-27
25929,2691.0,111.0,129.11,2.37,22.99,3.07,7.75,75.1,999.0,Kinderhook,STRAHM #2-27
25930,2691.5,110.8,128.47,2.49,26.35,3.24,7.78,74.86,999.0,Kinderhook,STRAHM #2-27
25931,2692.0,119.5,127.86,2.57,29.17,3.1,7.82,75.15,999.0,Kinderhook,STRAHM #2-27
25932,2692.5,121.91,127.62,2.58,28.28,2.94,7.84,75.67,999.0,Kinderhook,STRAHM #2-27
25933,2693.0,117.65,127.58,2.62,24.7,2.94,7.84,76.55,999.0,Kinderhook,STRAHM #2-27
25934,2693.5,117.06,127.75,2.66,21.05,3.13,7.83,77.51,999.0,Kinderhook,STRAHM #2-27
25935,2694.0,119.4,128.13,2.65,20.31,3.33,7.8,78.04,999.0,Kinderhook,STRAHM #2-27
25936,2694.5,115.53,128.59,2.57,22.14,3.41,7.78,77.87,999.0,Kinderhook,STRAHM #2-27
25937,2695.0,109.06,129.08,2.5,23.89,3.4,7.75,77.07,999.0,Kinderhook,STRAHM #2-27
25938,2695.5,115.48,129.73,2.5,24.89,3.34,7.71,76.02,999.0,Kinderhook,STRAHM #2-27
25939,2696.0,123.69,130.56,2.53,26.33,3.29,7.66,74.99,999.0,Kinderhook,STRAHM #2-27
25940,2696.5,132.3,131.21,2.49,25.96,3.25,7.62,74.71,999.0,Kinderhook,STRAHM #2-27
25941,2697.0,134.21,131.67,2.43,23.81,3.23,7.59,74.82,999.0,Kinderhook,STRAHM #2-27
25942,2697.5,125.98,131.79,2.41,22.42,3.23,7.59,74.94,999.0,Kinderhook,STRAHM #2-27
25943,2698.0,113.86,131.54,2.43,22.77,3.16,7.6,75.21,999.0,Kinderhook,STRAHM #2-27
25944,2698.5,106.64,130.98,2.47,26.35,3.0,7.63,75.81,999.0,Kinderhook,STRAHM #2-27
25945,2699.0,113.51,130.12,2.5,28.48,2.92,7.69,76.72,999.0,Kinderhook,STRAHM #2-27
25946,2699.5,120.35,129.09,2.51,26.22,2.99,7.75,77.24,999.0,Kinderhook,STRAHM #2-27
25947,2700.0,127.33,128.21,2.54,24.96,3.18,7.8,77.19,999.0,Kinderhook,STRAHM #2-27
25948,2700.5,130.21,127.6,2.58,23.64,3.27,7.84,77.15,999.0,Kinderhook,STRAHM #2-27
25949,2701.0,125.88,127.31,2.58,22.49,3.26,7.85,77.19,999.0,Kinderhook,STRAHM #2-27
25950,2701.5,121.23,127.31,2.55,23.61,3.18,7.86,77.22,999.0,Kinderhook,STRAHM #2-27
25951,2702.0,122.69,127.5,2.52,24.39,3.09,7.84,77.3,999.0,Kinderhook,STRAHM #2-27
25952,2702.5,122.17,127.95,2.53,25.4,3.08,7.82,77.51,999.0,Kinderhook,STRAHM #2-27
25953,2703.0,114.48,128.44,2.52,25.85,3.08,7.79,77.58,999.0,Kinderhook,STRAHM #2-27
25954,2703.5,111.24,129.08,2.5,24.96,3.16,7.75,77.12,999.0,Kinderhook,STRAHM #2-27
25955,2704.0,110.43,129.7,2.5,23.41,3.22,7.71,76.38,999.0,Kinderhook,STRAHM #2-27
25956,2704.5,111.54,130.13,2.55,22.09,3.14,7.68,75.87,999.0,Kinderhook,STRAHM #2-27
25957,2705.0,107.03,130.43,2.55,21.84,3.07,7.67,75.6,999.0,Kinderhook,STRAHM #2-27
25958,2705.5,102.59,130.65,2.5,22.19,3.08,7.65,75.28,999.0,Kinderhook,STRAHM #2-27
25959,2706.0,109.2,130.6,2.45,23.66,3.12,7.66,74.99,999.0,Kinderhook,STRAHM #2-27
25960,2706.5,115.78,130.58,2.44,26.22,3.09,7.66,74.83,999.0,Kinderhook,STRAHM #2-27
25961,2707.0,119.34,130.46,2.45,27.06,2.97,7.67,75.1,999.0,Kinderhook,STRAHM #2-27
25962,2707.5,119.64,130.44,2.46,25.7,2.94,7.67,75.69,999.0,Kinderhook,STRAHM #2-27
25963,2708.0,121.24,130.17,2.46,23.63,3.01,7.68,76.18,999.0,Kinderhook,STRAHM #2-27
25964,2708.5,124.69,129.59,2.45,22.84,3.09,7.72,76.28,999.0,Kinderhook,STRAHM #2-27
25965,2709.0,113.81,128.84,2.44,23.17,3.11,7.76,76.15,999.0,Kinderhook,STRAHM #2-27
25966,2709.5,103.0,127.93,2.45,23.2,3.07,7.82,76.2,999.0,Kinderhook,STRAHM #2-27
25967,2710.0,105.75,127.37,2.43,23.0,3.04,7.85,76.4,999.0,Kinderhook,STRAHM #2-27
25968,2710.5,94.48,127.22,2.44,22.89,3.0,7.86,76.67,999.0,Kinderhook,STRAHM #2-27
25969,2711.0,79.36,127.25,2.49,22.47,2.91,7.86,76.88,999.0,Kinderhook,STRAHM #2-27
25970,2711.5,102.01,127.26,2.52,23.08,2.89,7.86,76.92,999.0,Kinderhook,STRAHM #2-27
25971,2712.0,118.0,127.05,2.5,24.02,3.01,7.87,76.64,999.0,Kinderhook,STRAHM #2-27
25972,2712.5,109.18,126.74,2.46,23.87,3.18,7.89,75.95,999.0,Kinderhook,STRAHM #2-27
25973,2713.0,110.45,126.72,2.43,23.59,3.28,7.89,75.32,999.0,Kinderhook,STRAHM #2-27
25974,2713.5,118.12,127.18,2.42,23.9,3.29,7.86,74.89,999.0,Kinderhook,STRAHM #2-27
25975,2714.0,114.55,128.25,2.43,25.91,3.22,7.8,74.65,999.0,Kinderhook,STRAHM #2-27
25976,2714.5,109.55,129.42,2.45,26.54,3.15,7.73,74.69,999.0,Kinderhook,STRAHM #2-27
25977,2715.0,117.28,130.48,2.44,24.13,3.17,7.66,75.04,999.0,Kinderhook,STRAHM #2-27
25978,2715.5,116.36,130.86,2.43,22.79,3.17,7.64,75.05,999.0,Kinderhook,STRAHM #2-27
25979,2716.0,105.45,130.69,2.43,23.99,3.1,7.65,74.76,999.0,Kinderhook,STRAHM #2-27
25980,2716.5,107.19,130.18,2.4,22.77,3.04,7.68,74.44,999.0,Kinderhook,STRAHM #2-27
25981,2717.0,117.99,129.7,2.36,22.1,3.01,7.71,74.24,999.0,Kinderhook,STRAHM #2-27
25982,2717.5,127.82,129.27,2.34,23.13,3.0,7.74,74.37,999.0,Kinderhook,STRAHM #2-27
25983,2718.0,132.05,129.09,2.38,24.11,3.05,7.75,74.96,999.0,Kinderhook,STRAHM #2-27
25984,2718.5,126.88,129.01,2.47,25.37,3.15,7.75,75.96,999.0,Kinderhook,STRAHM #2-27
25985,2719.0,118.99,128.81,2.54,25.12,3.31,7.76,77.15,999.0,Kinderhook,STRAHM #2-27
25986,2719.5,116.15,128.35,2.53,24.38,3.35,7.79,78.18,999.0,Kinderhook,STRAHM #2-27
25987,2720.0,121.91,128.0,2.52,24.95,3.24,7.81,78.77,999.0,Kinderhook,STRAHM #2-27
25988,2720.5,126.97,127.64,2.54,25.31,3.09,7.83,78.85,999.0,Kinderhook,STRAHM #2-27
25989,2721.0,118.79,127.43,2.56,25.61,3.01,7.85,78.58,999.0,Kinderhook,STRAHM #2-27
25990,2721.5,101.9,127.57,2.52,26.14,3.05,7.84,78.35,999.0,Kinderhook,STRAHM #2-27
25991,2722.0,102.22,128.09,2.48,26.11,3.1,7.81,77.8,999.0,Kinderhook,STRAHM #2-27
25992,2722.5,106.75,128.69,2.47,26.01,3.1,7.77,77.0,999.0,Kinderhook,STRAHM #2-27
25993,2723.0,109.03,129.66,2.48,26.01,3.12,7.71,76.47,999.0,Kinderhook,STRAHM #2-27
25994,2723.5,116.61,130.5,2.5,25.9,3.09,7.66,76.2,999.0,Kinderhook,STRAHM #2-27
25995,2724.0,113.21,131.14,2.52,25.34,3.08,7.63,76.19,999.0,Kinderhook,STRAHM #2-27
25996,2724.5,110.01,131.76,2.49,23.87,3.09,7.59,76.32,999.0,Kinderhook,STRAHM #2-27
25997,2725.0,117.17,132.21,2.44,22.88,3.12,7.56,76.09,999.0,Kinderhook,STRAHM #2-27
25998,2725.5,125.11,132.63,2.44,23.54,3.14,7.54,75.38,999.0,Kinderhook,STRAHM #2-27
25999,2726.0,127.97,133.09,2.43,22.77,3.1,7.51,75.06,999.0,Kinderhook,STRAHM #2-27
26000,2726.5,127.91,133.39,2.34,23.42,2.94,7.5,75.4,999.0,Kinderhook,STRAHM #2-27
26001,2727.0,129.66,133.6,2.27,24.88,2.84,7.49,75.92,999.0,Kinderhook,STRAHM #2-27
26002,2727.5,129.85,133.43,2.25,23.61,2.82,7.49,76.25,999.0,Kinderhook,STRAHM #2-27
26003,2728.0,131.37,132.93,2.28,24.28,2.8,7.52,76.14,999.0,Kinderhook,STRAHM #2-27
26004,2728.5,126.76,132.18,2.33,27.33,2.76,7.57,75.69,999.0,Kinderhook,STRAHM #2-27
26005,2729.0,118.07,131.62,2.34,28.38,2.7,7.6,75.5,999.0,Kinderhook,STRAHM #2-27
26006,2729.5,108.74,131.27,2.34,25.68,2.72,7.62,75.7,999.0,Kinderhook,STRAHM #2-27
26007,2730.0,103.69,131.22,2.37,24.08,2.84,7.62,76.08,999.0,Kinderhook,STRAHM #2-27
26008,2730.5,115.67,131.29,2.4,23.63,2.99,7.62,76.37,999.0,Kinderhook,STRAHM #2-27
26009,2731.0,124.66,131.27,2.38,23.67,3.11,7.62,76.44,999.0,Kinderhook,STRAHM #2-27
26010,2731.5,121.08,131.2,2.34,24.98,3.07,7.62,76.49,999.0,Kinderhook,STRAHM #2-27
26011,2732.0,120.72,131.07,2.29,26.33,2.85,7.63,76.61,999.0,Kinderhook,STRAHM #2-27
26012,2732.5,118.09,131.15,2.26,26.58,2.65,7.62,76.97,999.0,Kinderhook,STRAHM #2-27
26013,2733.0,108.29,131.11,2.27,26.49,2.6,7.63,77.52,999.0,Kinderhook,STRAHM #2-27
26014,2733.5,107.81,130.68,2.31,25.87,2.79,7.65,77.65,999.0,Kinderhook,STRAHM #2-27
26015,2734.0,119.66,129.66,2.32,24.77,3.05,7.71,77.26,999.0,Kinderhook,STRAHM #2-27
26016,2734.5,123.98,128.6,2.34,22.99,3.18,7.78,76.78,999.0,Kinderhook,STRAHM #2-27
26017,2735.0,121.06,127.5,2.47,22.18,3.23,7.84,76.73,999.0,Kinderhook,STRAHM #2-27
26018,2735.5,119.73,126.85,2.62,22.04,3.18,7.88,77.54,999.0,Kinderhook,STRAHM #2-27
26019,2736.0,124.49,126.54,2.68,22.52,3.07,7.9,78.39,999.0,Kinderhook,STRAHM #2-27
26020,2736.5,134.12,126.31,2.64,21.43,2.97,7.92,78.79,999.0,Kinderhook,STRAHM #2-27
26021,2737.0,137.08,125.94,2.54,20.16,2.96,7.94,78.63,999.0,Kinderhook,STRAHM #2-27
26022,2737.5,127.72,125.7,2.41,20.36,2.96,7.96,77.81,999.0,Kinderhook,STRAHM #2-27
26023,2738.0,118.4,125.75,2.31,22.01,2.82,7.95,76.62,999.0,Kinderhook,STRAHM #2-27
26024,2738.5,106.79,126.39,2.31,24.44,2.71,7.91,75.78,999.0,Kinderhook,STRAHM #2-27
26025,2739.0,101.96,127.28,2.38,25.66,2.72,7.86,75.36,999.0,Kinderhook,STRAHM #2-27
26026,2739.5,108.77,128.21,2.46,25.13,2.8,7.8,74.87,999.0,Kinderhook,STRAHM #2-27
26027,2740.0,104.32,128.79,2.48,24.71,2.9,7.76,74.34,999.0,Kinderhook,STRAHM #2-27
26028,2740.5,103.76,129.27,2.43,24.93,2.87,7.74,74.05,999.0,Kinderhook,STRAHM #2-27
26029,2741.0,121.01,129.62,2.37,25.16,2.82,7.71,74.15,999.0,Kinderhook,STRAHM #2-27
26030,2741.5,136.83,130.22,2.37,24.83,2.89,7.68,74.43,999.0,Kinderhook,STRAHM #2-27
26031,2742.0,135.24,130.75,2.39,24.61,2.98,7.65,74.76,999.0,Kinderhook,STRAHM #2-27
26032,2742.5,124.8,131.31,2.38,25.4,3.03,7.62,75.13,999.0,Kinderhook,STRAHM #2-27
26033,2743.0,120.82,131.82,2.33,24.57,3.01,7.59,75.51,999.0,Kinderhook,STRAHM #2-27
26034,2743.5,114.31,132.28,2.28,23.43,2.92,7.56,75.75,999.0,Kinderhook,STRAHM #2-27
26035,2744.0,109.49,132.3,2.29,24.21,2.85,7.56,75.83,999.0,Kinderhook,STRAHM #2-27
26036,2744.5,116.21,132.2,2.37,24.19,2.9,7.56,75.79,999.0,Kinderhook,STRAHM #2-27
26037,2745.0,116.91,132.36,2.42,23.69,2.94,7.55,75.6,999.0,Kinderhook,STRAHM #2-27
26038,2745.5,113.78,132.72,2.38,25.66,2.9,7.53,75.34,999.0,Kinderhook,STRAHM #2-27
26039,2746.0,113.86,133.03,2.34,26.36,2.91,7.52,75.11,999.0,Kinderhook,STRAHM #2-27
26040,2746.5,120.61,133.1,2.36,25.7,2.96,7.51,74.92,999.0,Kinderhook,STRAHM #2-27
26041,2747.0,119.99,132.97,2.36,25.14,2.96,7.52,74.88,999.0,Kinderhook,STRAHM #2-27
26042,2747.5,110.82,132.66,2.33,23.84,2.83,7.54,75.01,999.0,Kinderhook,STRAHM #2-27
26043,2748.0,112.06,132.47,2.32,23.38,2.77,7.55,75.14,999.0,Kinderhook,STRAHM #2-27
26044,2748.5,115.65,132.35,2.38,24.65,2.97,7.56,75.21,999.0,Kinderhook,STRAHM #2-27
26045,2749.0,114.75,132.63,2.47,26.03,3.21,7.54,75.23,999.0,Kinderhook,STRAHM #2-27
26046,2749.5,114.26,133.06,2.51,23.93,3.21,7.52,75.18,999.0,Kinderhook,STRAHM #2-27
26047,2750.0,119.79,133.39,2.47,22.95,3.1,7.5,75.1,999.0,Kinderhook,STRAHM #2-27
26048,2750.5,119.18,133.46,2.41,23.46,3.06,7.49,75.14,999.0,Kinderhook,STRAHM #2-27
26049,2751.0,115.75,133.09,2.37,23.71,3.08,7.51,75.3,999.0,Kinderhook,STRAHM #2-27
26050,2751.5,124.05,132.85,2.35,23.96,3.11,7.53,75.31,999.0,Kinderhook,STRAHM #2-27
26051,2752.0,128.67,132.76,2.32,24.24,3.1,7.53,75.45,999.0,Kinderhook,STRAHM #2-27
26052,2752.5,123.21,132.85,2.32,25.89,3.04,7.53,75.85,999.0,Kinderhook,STRAHM #2-27
26053,2753.0,120.72,133.03,2.36,25.14,2.95,7.52,76.19,999.0,Kinderhook,STRAHM #2-27
26054,2753.5,125.62,132.97,2.37,24.02,2.99,7.52,76.33,999.0,Kinderhook,STRAHM #2-27
26055,2754.0,130.35,132.71,2.38,24.86,3.11,7.54,76.35,999.0,Kinderhook,STRAHM #2-27
26056,2754.5,130.88,132.55,2.4,26.18,3.12,7.54,76.36,999.0,Kinderhook,STRAHM #2-27
26057,2755.0,134.15,132.55,2.42,26.89,3.02,7.54,76.5,999.0,Kinderhook,STRAHM #2-27
26058,2755.5,131.91,132.96,2.43,26.7,2.93,7.52,76.66,999.0,Kinderhook,STRAHM #2-27
26059,2756.0,129.06,133.56,2.43,27.19,2.92,7.49,76.75,999.0,Kinderhook,STRAHM #2-27
26060,2756.5,133.37,134.37,2.45,25.76,2.94,7.44,76.79,999.0,Kinderhook,STRAHM #2-27
26061,2757.0,134.09,134.67,2.47,24.84,2.99,7.43,76.72,999.0,Kinderhook,STRAHM #2-27
26062,2757.5,131.69,134.71,2.45,25.36,3.05,7.42,76.59,999.0,Kinderhook,STRAHM #2-27
26063,2758.0,132.74,134.71,2.4,24.63,3.09,7.42,76.38,999.0,Kinderhook,STRAHM #2-27
26064,2758.5,135.09,134.69,2.38,24.17,3.1,7.42,76.31,999.0,Kinderhook,STRAHM #2-27
26065,2759.0,130.76,134.83,2.37,25.22,3.06,7.42,76.58,999.0,Kinderhook,STRAHM #2-27
26066,2759.5,117.14,135.06,2.35,25.04,3.04,7.4,76.84,999.0,Kinderhook,STRAHM #2-27
26067,2760.0,107.02,135.37,2.34,24.56,3.02,7.39,76.98,999.0,Kinderhook,STRAHM #2-27
26068,2760.5,114.23,135.63,2.38,25.33,2.98,7.37,77.09,999.0,Kinderhook,STRAHM #2-27
26069,2761.0,118.94,135.79,2.42,25.9,2.99,7.36,77.13,999.0,Kinderhook,STRAHM #2-27
26070,2761.5,115.74,136.05,2.46,26.06,3.04,7.35,77.04,999.0,Kinderhook,STRAHM #2-27
26071,2762.0,122.43,136.7,2.47,26.68,3.06,7.32,76.81,999.0,Kinderhook,STRAHM #2-27
26072,2762.5,127.34,137.54,2.44,26.55,3.02,7.27,76.64,999.0,Kinderhook,STRAHM #2-27
26073,2763.0,123.85,138.49,2.42,26.12,2.96,7.22,76.59,999.0,Kinderhook,STRAHM #2-27
26074,2763.5,125.0,139.63,2.44,25.5,2.94,7.16,76.51,999.0,Kinderhook,STRAHM #2-27
26075,2764.0,123.37,140.77,2.48,26.84,2.97,7.1,76.43,999.0,Kinderhook,STRAHM #2-27
26076,2764.5,123.99,141.57,2.47,29.2,2.96,7.06,76.51,999.0,Kinderhook,STRAHM #2-27
26077,2765.0,130.44,142.29,2.43,28.75,2.95,7.03,76.68,999.0,Kinderhook,STRAHM #2-27
26078,2765.5,133.42,142.92,2.41,25.85,3.0,7.0,76.88,999.0,Kinderhook,STRAHM #2-27
26079,2766.0,128.83,143.29,2.41,24.66,3.01,6.98,77.0,999.0,Kinderhook,STRAHM #2-27
26080,2766.5,107.35,143.6,2.4,26.03,2.99,6.96,76.97,999.0,Kinderhook,STRAHM #2-27
26081,2767.0,87.59,143.81,2.4,29.04,2.98,6.95,76.93,999.0,Kinderhook,STRAHM #2-27
26082,2767.5,97.77,143.97,2.41,30.98,2.98,6.95,76.97,999.0,Kinderhook,STRAHM #2-27
26083,2768.0,106.18,144.23,2.41,32.53,2.99,6.93,77.01,999.0,Kinderhook,STRAHM #2-27
26084,2768.5,101.66,144.62,2.39,31.59,2.98,6.91,76.94,999.0,Kinderhook,STRAHM #2-27
26085,2769.0,111.04,145.08,2.37,28.74,2.97,6.89,76.77,999.0,Kinderhook,STRAHM #2-27
26086,2769.5,125.93,145.38,2.37,27.79,2.96,6.88,76.56,999.0,Kinderhook,STRAHM #2-27
26087,2770.0,129.88,145.57,2.42,28.35,2.93,6.87,76.39,999.0,Kinderhook,STRAHM #2-27
26088,2770.5,128.39,145.37,2.45,28.37,2.91,6.88,76.43,999.0,Kinderhook,STRAHM #2-27
26089,2771.0,131.42,144.38,2.46,30.18,2.91,6.93,76.59,999.0,Kinderhook,STRAHM #2-27
26090,2771.5,129.26,142.79,2.46,30.87,2.94,7.0,76.69,999.0,Kinderhook,STRAHM #2-27
26091,2772.0,123.06,140.16,2.46,28.09,2.9,7.13,76.71,999.0,Kinderhook,STRAHM #2-27
26092,2772.5,121.81,138.16,2.48,29.23,2.86,7.24,76.68,999.0,Kinderhook,STRAHM #2-27
26093,2773.0,117.97,137.67,2.52,31.83,2.86,7.26,76.66,999.0,Kinderhook,STRAHM #2-27
26094,2773.5,101.0,138.26,2.5,29.33,2.89,7.23,76.78,999.0,Kinderhook,STRAHM #2-27
26095,2774.0,85.22,138.37,2.48,24.88,2.98,7.23,76.88,999.0,Kinderhook,STRAHM #2-27
26096,2774.5,106.17,136.24,2.47,22.48,3.08,7.34,76.69,999.0,Kinderhook,STRAHM #2-27
26097,2775.0,119.89,130.21,2.45,24.27,3.1,7.68,76.23,999.0,Kinderhook,STRAHM #2-27
26098,2775.5,119.74,120.35,2.42,28.68,3.05,8.31,75.87,999.0,Kinderhook,STRAHM #2-27
26099,2776.0,120.13,108.18,2.46,29.42,3.05,9.24,75.53,999.0,Kinderhook,STRAHM #2-27
26100,2776.5,95.45,95.86,2.57,25.14,3.09,10.43,75.01,999.0,Kinderhook,STRAHM #2-27
