,DEPT,GR,CILD,RHOB,NPLS,PE,ILD,SP,DT,Formation,Well name,Log_ILD,Log_CILD
20249,616.0,92.25,163.04,2.25,31.59,2.64,6.13,24.21,133.2312,Heebner,Woody Acres No. 1-2,1.81319474994812,5.093995569474415
20250,616.5,97.51,164.91,2.29,32.41,2.69,6.06,24.52,132.476,Heebner,Woody Acres No. 1-2,1.801709800081223,5.105399870540679
20251,617.0,108.71,165.62,2.31,35.03,2.67,6.04,25.46,132.2843,Heebner,Woody Acres No. 1-2,1.7984040119467235,5.109696007605554
20252,617.5,111.28,164.64,2.3,36.2,2.61,6.07,26.31,132.3565,Heebner,Woody Acres No. 1-2,1.803358605071407,5.103761272085739
20253,618.0,105.59,162.25,2.28,35.54,2.63,6.16,27.18,132.1544,Heebner,Woody Acres No. 1-2,1.8180767775454285,5.0891383555842
20254,618.5,101.66,158.78,2.27,34.18,2.66,6.3,27.75,131.17600000000002,Heebner,Woody Acres No. 1-2,1.840549633397487,5.067519596296967
20255,619.0,98.52,154.66,2.25,33.18,2.56,6.47,27.87,129.3594,Heebner,Woody Acres No. 1-2,1.8671761085128091,5.041229159180889
20256,619.5,95.31,150.48,2.23,33.33,2.43,6.65,27.69,127.3669,Heebner,Woody Acres No. 1-2,1.8946168546677629,5.013830184992774
20257,620.0,93.34,146.68,2.22,32.37,2.36,6.82,27.29,126.1253,Heebner,Woody Acres No. 1-2,1.9198594718553708,4.988253343203126
20258,620.5,92.2,143.35,2.23,32.54,2.36,6.98,26.71,126.0194,Heebner,Woody Acres No. 1-2,1.9430489167742813,4.9652891923293785
20259,621.0,95.3,140.92,2.26,33.37,2.51,7.1,26.14,126.8834,Heebner,Woody Acres No. 1-2,1.9600947840472698,4.948192353473037
20260,621.5,97.4,139.32,2.32,33.72,2.68,7.18,26.02,128.5413,Heebner,Woody Acres No. 1-2,1.9712993830601329,4.9367734454978
20261,622.0,96.19,139.05,2.35,33.43,2.73,7.19,26.53,130.8142,Heebner,Woody Acres No. 1-2,1.9726911717329554,4.934833580679974
20262,622.5,95.92,139.88,2.35,31.23,2.7,7.15,27.42,133.0457,Heebner,Woody Acres No. 1-2,1.9671123567059163,4.940784912195175
20263,623.0,91.54,141.91,2.34,30.11,2.68,7.05,28.32,134.0714,Heebner,Woody Acres No. 1-2,1.9530276168241774,4.955193053846446
20264,623.5,89.39,144.39,2.35,30.3,2.67,6.93,28.99,132.9125,Heebner,Woody Acres No. 1-2,1.9358598132018119,4.972517971983128
20265,624.0,89.92,145.63,2.34,30.74,2.63,6.87,29.28,129.4658,Heebner,Woody Acres No. 1-2,1.927164106234258,4.981069158494489
20266,624.5,88.52,145.08,2.35,30.47,2.67,6.89,29.28,124.418,Heebner,Woody Acres No. 1-2,1.9300710850255671,4.977285314414702
20267,625.0,92.93,141.69,2.39,28.63,2.75,7.06,29.46,118.6901,Heebner,Woody Acres No. 1-2,1.9544450515051506,4.953641572576135
20268,625.5,100.1,137.19,2.41,27.26,2.77,7.29,30.15,113.2248,Heebner,Woody Acres No. 1-2,1.986503546020567,4.921366826338073
20269,626.0,108.98,132.3,2.41,26.98,2.76,7.56,31.03,109.0423,Heebner,Woody Acres No. 1-2,2.0228711901914416,4.88507207112091
20270,626.5,118.78,127.94,2.43,25.64,2.76,7.82,31.74,106.9009,Heebner,Woody Acres No. 1-2,2.05668455455722,4.851561404021991
20271,627.0,122.8,124.25,2.47,23.6,2.78,8.05,32.21,106.6238,Heebner,Woody Acres No. 1-2,2.0856720914304723,4.822295664976738
20272,627.5,117.77,119.78,2.51,22.03,2.88,8.35,32.52,106.8998,Heebner,Woody Acres No. 1-2,2.122261538862764,4.785656726836316
20273,628.0,117.27,113.82,2.51,22.5,3.02,8.79,32.72,106.1413,Heebner,Woody Acres No. 1-2,2.1736147116970854,4.734618253174978
20274,628.5,120.12,106.7,2.51,26.24,2.99,9.37,32.76,103.9589,Heebner,Woody Acres No. 1-2,2.2375130962503307,4.670021158307708
20275,629.0,112.11,100.71,2.5,27.93,2.86,9.93,32.51,101.8023,Heebner,Woody Acres No. 1-2,2.295560478057081,4.612245099660053
20276,629.5,97.84,98.86,2.52,24.32,2.9,10.12,31.89,101.7699,Heebner,Woody Acres No. 1-2,2.3145136638593193,4.593704707878813
20277,630.0,91.76,100.04,2.54,20.59,3.03,10.0,31.02,104.6398,Heebner,Woody Acres No. 1-2,2.302585092994046,4.605570106009418
20278,630.5,95.56,101.67,2.49,21.04,2.95,9.84,30.01,109.1564,Heebner,Woody Acres No. 1-2,2.286455711064162,4.62173227428707
20279,631.0,100.17,101.6,2.36,25.88,2.69,9.84,28.87,113.1483,Heebner,Woody Acres No. 1-2,2.286455711064162,4.6210435351443815
20280,631.5,100.15,100.34,2.25,31.55,2.53,9.97,27.76,115.2146,Heebner,Woody Acres No. 1-2,2.299580583973747,4.608564419056107
20281,632.0,98.22,100.09,2.25,31.35,2.49,9.99,26.96,115.5081,Heebner,Woody Acres No. 1-2,2.301584592660462,4.606069781230928
20282,632.5,101.6,102.64,2.38,29.53,2.53,9.74,27.08,115.1451,Heebner,Woody Acres No. 1-2,2.2762411176544437,4.631227720307381
20283,633.0,108.1,108.3,2.52,30.31,2.67,9.23,28.19,114.939,Heebner,Woody Acres No. 1-2,2.222459048514761,4.684905154006945
20284,633.5,113.03,114.8,2.57,30.33,2.85,8.71,29.66,114.6026,Heebner,Woody Acres No. 1-2,2.1644717908644115,4.743191483885466
20285,634.0,116.83,119.46,2.53,28.66,2.81,8.37,30.78,112.9111,Heebner,Woody Acres No. 1-2,2.124653884501384,4.7829815873041595
20286,634.5,116.86,118.48,2.48,27.83,2.59,8.44,31.3,108.4956,Heebner,Woody Acres No. 1-2,2.1329823086078656,4.774744169959543
20287,635.0,115.66,113.06,2.46,26.62,2.43,8.84,31.23,100.8019,Heebner,Woody Acres No. 1-2,2.179286876649552,4.727918651247145
20288,635.5,110.61,104.55,2.46,23.92,2.39,9.57,30.24,90.7315,Heebner,Woody Acres No. 1-2,2.258633205464863,4.649665425874643
20289,636.0,93.03,94.01,2.5,20.52,2.42,10.64,28.52,80.4249,Heebner,Woody Acres No. 1-2,2.3646204839134985,4.543401159590459
20290,636.5,63.42,84.45,2.55,15.51,2.63,11.85,26.62,72.1884,Heebner,Woody Acres No. 1-2,2.47232786758114,4.436159643253809
20291,637.0,41.14,75.0,2.59,10.91,3.09,13.33,24.31,67.2636,Heebner,Woody Acres No. 1-2,2.5900171341906173,4.31748811353631
20292,637.5,33.4,65.82,2.61,9.75,3.59,15.2,20.49,65.3423,Heebner,Woody Acres No. 1-2,2.7212954278522306,4.186923743515194
20293,638.0,28.84,57.55,2.59,11.01,3.74,17.37,15.85,65.184,Heebner,Woody Acres No. 1-2,2.854744580253014,4.0526541351678915
20294,638.5,27.04,49.89,2.58,12.52,3.78,20.06,11.26,65.6325,Heebner,Woody Acres No. 1-2,2.9987277825337895,3.909820581872946
20295,639.0,29.18,44.66,2.59,13.09,3.76,22.39,7.41,66.0595,Heebner,Woody Acres No. 1-2,3.1086144306106633,3.799078246412012
20296,639.5,29.7,40.94,2.6,12.81,3.76,24.43,5.27,66.1769,Heebner,Woody Acres No. 1-2,3.195811885269649,3.7121075802331434
20297,640.0,28.78,38.84,2.59,12.53,3.87,25.75,4.82,65.8551,Heebner,Woody Acres No. 1-2,3.248434627109745,3.659450643423124
20298,640.5,30.81,38.49,2.58,12.84,4.0,25.98,5.49,65.375,Heebner,Woody Acres No. 1-2,3.2573270112424533,3.6503984672956546
20299,641.0,32.46,40.35,2.56,12.26,4.08,24.78,6.82,65.8617,Heebner,Woody Acres No. 1-2,3.2100368762009963,3.6975913947159578
20300,641.5,29.4,45.4,2.57,9.65,4.11,22.04,8.89,69.0658,Heebner,Woody Acres No. 1-2,3.092858984284714,3.8155121050473024
20301,642.0,28.3,54.44,2.6,7.53,4.14,18.37,11.96,76.1338,Heebner,Woody Acres No. 1-2,2.9107188992270343,3.9970991777832654
20302,642.5,35.82,65.76,2.61,8.03,4.18,15.22,16.34,86.3959,Heebner,Woody Acres No. 1-2,2.7226103524335397,4.186011750747925
20303,643.0,53.52,78.47,2.57,10.97,4.08,12.74,21.78,97.4691,Heebner,Woody Acres No. 1-2,2.5447466501440172,4.362716386139382
20304,643.5,78.27,90.11,2.49,16.42,3.65,11.1,27.63,106.6311,Heebner,Woody Acres No. 1-2,2.4069451083182885,4.501031146246946
20305,644.0,101.37,101.87,2.46,23.66,3.09,9.82,32.68,112.3608,Heebner,Woody Acres No. 1-2,2.2844211223663744,4.623697490601975
20306,644.5,114.55,115.22,2.49,27.33,2.74,8.68,35.98,114.9989,Heebner,Woody Acres No. 1-2,2.1610215286722587,4.746843344304237
20307,645.0,115.32,128.6,2.49,27.13,2.61,7.78,37.85,116.115,Heebner,Woody Acres No. 1-2,2.0515563381903004,4.856706811803519
20308,645.5,109.93,143.52,2.47,27.02,2.62,6.97,38.7,117.1901,Heebner,Woody Acres No. 1-2,1.9416152247724325,4.966474398310486
20309,646.0,106.36,156.14,2.47,27.84,2.66,6.4,38.93,118.7811,Heebner,Woody Acres No. 1-2,1.8562979903656263,5.050753040692145
20310,646.5,106.65,164.41,2.49,28.71,2.66,6.08,38.41,120.6278,Heebner,Woody Acres No. 1-2,1.8050046959780757,5.1023633080227855
20311,647.0,106.44,169.23,2.5,29.11,2.65,5.91,37.33,122.2175,Heebner,Woody Acres No. 1-2,1.776645831418007,5.131258736419994
20312,647.5,99.8,170.38,2.49,29.2,2.69,5.87,36.12,123.2251,Heebner,Woody Acres No. 1-2,1.7698546338400052,5.138031236614695
20313,648.0,93.08,171.94,2.49,29.36,2.79,5.82,35.21,123.6391,Heebner,Woody Acres No. 1-2,1.7613002617433464,5.147145578746298
20314,648.5,94.18,174.04,2.48,29.28,2.95,5.75,35.46,123.6513,Heebner,Woody Acres No. 1-2,1.749199854809259,5.159285157852479
20315,649.0,101.46,177.03,2.48,30.51,3.13,5.65,37.36,123.481,Heebner,Woody Acres No. 1-2,1.7316555451583497,5.176319209737187
20316,649.5,106.42,179.95,2.47,31.5,3.17,5.56,39.96,123.2773,Heebner,Woody Acres No. 1-2,1.715598108262491,5.19267903452504
20317,650.0,104.13,181.39,2.46,30.75,3.08,5.51,41.61,123.1256,Heebner,Woody Acres No. 1-2,1.706564623164823,5.200649409369878
20318,650.5,100.63,181.37,2.47,28.67,2.96,5.51,42.26,123.0853,Heebner,Woody Acres No. 1-2,1.706564623164823,5.200539143629332
20319,651.0,98.41,180.08,2.47,27.32,2.91,5.55,42.53,123.1173,Heebner,Woody Acres No. 1-2,1.713797927758343,5.193401196598477
20320,651.5,96.51,178.46,2.48,28.33,2.87,5.6,42.59,123.2683,Heebner,Woody Acres No. 1-2,1.7227665977411035,5.184364486472005
20321,652.0,96.3,177.05,2.48,28.89,2.82,5.65,42.45,123.461,Heebner,Woody Acres No. 1-2,1.7316555451583497,5.176432178557913
20322,652.5,101.88,176.57,2.48,29.75,2.82,5.66,42.0,123.5979,Heebner,Woody Acres No. 1-2,1.7334238922150915,5.1737173983147065
20323,653.0,108.19,176.6,2.47,30.76,2.84,5.66,41.51,123.6389,Heebner,Woody Acres No. 1-2,1.7334238922150915,5.173887288169859
20324,653.5,108.89,177.19,2.47,30.32,2.84,5.64,41.41,123.6206,Heebner,Woody Acres No. 1-2,1.7298840655099674,5.177222603169978
20325,654.0,105.16,177.71,2.47,29.55,2.9,5.63,41.62,123.6229,Heebner,Woody Acres No. 1-2,1.728109442151599,5.1801530081973945
20326,654.5,100.7,178.31,2.48,30.5,2.97,5.61,41.82,123.7057,Heebner,Woody Acres No. 1-2,1.724550719534605,5.183523608545955
20327,655.0,97.07,178.6,2.48,30.67,3.0,5.6,41.91,123.8648,Heebner,Woody Acres No. 1-2,1.7227665977411035,5.185148668442399
20328,655.5,99.82,178.89,2.48,29.89,3.06,5.59,41.99,124.0456,Heebner,Woody Acres No. 1-2,1.7209792871670078,5.1867710918031245
20329,656.0,105.85,179.11,2.47,29.82,3.11,5.58,42.2,124.1778,Heebner,Woody Acres No. 1-2,1.7191887763932197,5.1880001422371675
20330,656.5,106.64,179.32,2.48,28.58,3.08,5.58,42.75,124.1973,Heebner,Woody Acres No. 1-2,1.7191887763932197,5.189171919287238
20331,657.0,104.88,179.38,2.49,28.45,2.98,5.57,43.7,124.0751,Heebner,Woody Acres No. 1-2,1.7173950539391927,5.189506460689857
20332,657.5,100.21,179.56,2.49,29.2,2.86,5.57,44.96,123.8518,Heebner,Woody Acres No. 1-2,1.7173950539391927,5.190509413913731
20333,658.0,95.19,179.78,2.48,29.35,2.79,5.56,46.15,123.6362,Heebner,Woody Acres No. 1-2,1.715598108262491,5.191733881145253
20334,658.5,97.41,180.02,2.49,29.05,2.73,5.56,47.01,123.5463,Heebner,Woody Acres No. 1-2,1.715598108262491,5.19306795582894
20335,659.0,98.99,180.2,2.49,29.07,2.7,5.55,47.55,123.6278,Heebner,Woody Acres No. 1-2,1.713797927758343,5.194067345174237
20336,659.5,99.03,180.22,2.5,29.28,2.74,5.55,47.98,123.82,Heebner,Woody Acres No. 1-2,1.713797927758343,5.194178326806891
20337,660.0,103.83,180.27,2.5,28.82,2.82,5.55,48.45,124.0159,Heebner,Woody Acres No. 1-2,1.713797927758343,5.194455727013946
20338,660.5,106.03,180.54,2.5,29.12,2.86,5.54,48.87,124.165,Heebner,Woody Acres No. 1-2,1.7119945007591924,5.195952359870009
20339,661.0,105.41,181.34,2.49,28.4,2.9,5.51,48.91,124.3058,Heebner,Woody Acres No. 1-2,1.706564623164823,5.20037372221791
20340,661.5,104.33,182.39,2.48,28.32,2.93,5.48,48.43,124.4956,Heebner,Woody Acres No. 1-2,1.7011051009599243,5.206147251575906
20341,662.0,101.61,183.67,2.48,29.81,2.92,5.44,47.75,124.7285,Heebner,Woody Acres No. 1-2,1.6937790608678513,5.213140669140444
20342,662.5,105.88,184.63,2.48,30.4,2.86,5.42,47.19,124.9335,Heebner,Woody Acres No. 1-2,1.6900958154515549,5.218353822407652
20343,663.0,111.1,185.45,2.49,30.9,2.81,5.39,46.83,125.045,Heebner,Woody Acres No. 1-2,1.6845453849209058,5.222785303935599
20344,663.5,108.83,185.98,2.49,32.14,2.77,5.38,46.69,125.0589,Heebner,Woody Acres No. 1-2,1.682688374173693,5.225639141050051
20345,664.0,104.83,186.63,2.48,32.19,2.74,5.36,46.68,125.0192,Heebner,Woody Acres No. 1-2,1.6789639750827108,5.229128047195038
20346,664.5,105.74,187.15,2.46,32.34,2.76,5.34,46.7,124.9802,Heebner,Woody Acres No. 1-2,1.6752256529721035,5.231910434350438
20347,665.0,111.94,187.69,2.46,33.46,2.74,5.33,46.76,124.9873,Heebner,Woody Acres No. 1-2,1.673351238177753,5.234791665668158
20348,665.5,113.36,187.95,2.47,32.88,2.7,5.32,46.92,125.0692,Heebner,Woody Acres No. 1-2,1.6714733033535532,5.236175970010187
20349,666.0,109.37,188.2,2.48,32.26,2.77,5.31,47.17,125.2242,Heebner,Woody Acres No. 1-2,1.6695918352538475,5.23750522715128
20350,666.5,108.09,188.22,2.47,32.91,2.87,5.31,47.46,125.4166,Heebner,Woody Acres No. 1-2,1.6695918352538475,5.237611491430642
20351,667.0,108.74,188.31,2.46,32.39,2.9,5.31,47.72,125.5946,Heebner,Woody Acres No. 1-2,1.6695918352538475,5.23808954099755
20352,667.5,109.36,188.4,2.46,31.75,2.85,5.31,47.97,125.722,Heebner,Woody Acres No. 1-2,1.6695918352538475,5.238567362142263
20353,668.0,108.66,188.65,2.47,31.27,2.76,5.3,48.17,125.7973,Heebner,Woody Acres No. 1-2,1.667706820558076,5.23989344641032
20354,668.5,109.35,189.03,2.47,31.26,2.66,5.29,48.23,125.8494,Heebner,Woody Acres No. 1-2,1.665818245870208,5.241905732622074
20355,669.0,112.48,189.42,2.47,30.77,2.62,5.28,48.19,125.9142,Heebner,Woody Acres No. 1-2,1.6639260977181702,5.243966771797955
20356,669.5,109.82,189.87,2.47,30.98,2.65,5.27,48.07,126.0108,Heebner,Woody Acres No. 1-2,1.6620303625532709,5.246339627455324
20357,670.0,102.84,190.26,2.47,32.75,2.68,5.26,47.98,126.1351,Heebner,Woody Acres No. 1-2,1.6601310267496185,5.248391557778311
20358,670.5,100.93,190.65,2.48,34.16,2.67,5.25,47.96,126.2719,Heebner,Woody Acres No. 1-2,1.6582280766035324,5.250439286303573
20359,671.0,102.51,191.08,2.49,33.92,2.6,5.23,48.0,126.4091,Heebner,Woody Acres No. 1-2,1.6544112780768316,5.2526921885217615
20360,671.5,102.4,191.5,2.5,33.64,2.54,5.22,48.09,126.5437,Heebner,Woody Acres No. 1-2,1.6524974018945473,5.2548878086207
20361,672.0,104.15,192.13,2.5,34.54,2.53,5.2,48.21,126.6828,Heebner,Woody Acres No. 1-2,1.6486586255873816,5.25817222624361
20362,672.5,109.55,192.49,2.49,35.85,2.6,5.2,48.31,126.8368,Heebner,Woody Acres No. 1-2,1.6486586255873816,5.260044204326544
20363,673.0,115.62,192.73,2.48,37.08,2.67,5.19,48.37,127.0037,Heebner,Woody Acres No. 1-2,1.6467336971777973,5.26129024571096
20364,673.5,115.59,192.8,2.49,37.41,2.64,5.19,48.37,127.1633,Heebner,Woody Acres No. 1-2,1.6467336971777973,5.261653382176445
20365,674.0,113.65,192.53,2.49,35.6,2.56,5.19,48.44,127.3014,Heebner,Woody Acres No. 1-2,1.6467336971777973,5.260251985741244
20366,674.5,113.49,192.73,2.48,33.79,2.56,5.19,48.6,127.4382,Heebner,Woody Acres No. 1-2,1.6467336971777973,5.26129024571096
20367,675.0,111.2,193.78,2.48,33.26,2.58,5.16,48.73,127.6272,Heebner,Woody Acres No. 1-2,1.6409365794934714,5.266723494956858
20368,675.5,105.14,196.43,2.48,33.11,2.61,5.09,48.61,127.9025,Heebner,Woody Acres No. 1-2,1.6272778305624314,5.280306133746185
20369,676.0,96.16,199.92,2.48,32.56,2.66,5.0,48.35,128.1844,Heebner,Woody Acres No. 1-2,1.6094379124341003,5.297917286526697
20370,676.5,95.33,202.66,2.48,32.96,2.69,4.93,48.44,128.1611,Heebner,Woody Acres No. 1-2,1.5953389880545987,5.311529698020172
20371,677.0,102.07,202.43,2.48,32.75,2.65,4.94,48.89,127.1669,Heebner,Woody Acres No. 1-2,1.5973653311998313,5.310394147773486
20372,677.5,106.96,197.25,2.47,32.39,2.58,5.07,49.27,124.2094,Heebner,Woody Acres No. 1-2,1.623340817603092,5.284471959725984
20373,678.0,107.55,186.47,2.45,31.56,2.58,5.36,49.38,118.4467,Heebner,Woody Acres No. 1-2,1.6789639750827108,5.228270368236002
20374,678.5,106.32,172.68,2.45,29.49,2.57,5.79,49.48,110.0412,Heebner,Woody Acres No. 1-2,1.7561322915849038,5.151440170687277
20375,679.0,95.16,157.93,2.48,25.42,2.56,6.33,49.75,100.667,Heebner,Woody Acres No. 1-2,1.8453002361560848,5.062151896881963
20376,679.5,75.23,145.66,2.53,19.97,2.67,6.87,49.86,93.0,Heebner,Woody Acres No. 1-2,1.927164106234258,4.981275138789769
20377,680.0,62.86,136.42,2.59,15.25,3.05,7.33,49.64,89.3351,Heebner,Woody Acres No. 1-2,1.9919755158985601,4.915738362226573
20378,680.5,62.54,128.45,2.61,13.96,3.49,7.79,49.31,90.1993,Heebner,Woody Acres No. 1-2,2.052840859882657,4.855539723555893
20379,681.0,71.19,120.78,2.6,15.85,3.67,8.28,49.14,93.9619,Heebner,Woody Acres No. 1-2,2.1138429683971682,4.793970708879755
20380,681.5,85.89,113.08,2.57,20.48,3.52,8.85,49.22,97.8133,Heebner,Woody Acres No. 1-2,2.180417459019838,4.72809553282539
20381,682.0,95.68,107.51,2.51,25.44,3.31,9.3,49.41,99.4352,Heebner,Woody Acres No. 1-2,2.2300144001592104,4.6775838664971365
20382,682.5,101.13,107.97,2.47,27.52,3.16,9.26,49.55,98.2297,Heebner,Woody Acres No. 1-2,2.225704048658088,4.681853410759049
20383,683.0,104.06,112.07,2.48,28.71,3.07,8.92,49.55,95.4478,Heebner,Woody Acres No. 1-2,2.188295946591918,4.719123676063936
20384,683.5,95.79,119.37,2.49,28.85,2.98,8.38,49.36,93.2858,Heebner,Woody Acres No. 1-2,2.125847914493992,4.782227913106947
20385,684.0,82.88,127.2,2.42,27.43,2.97,7.86,49.02,93.5723,Heebner,Woody Acres No. 1-2,2.061786606441115,4.845760650906022
20386,684.5,80.76,132.06,2.28,27.37,3.0,7.57,48.54,96.9223,Heebner,Woody Acres No. 1-2,2.0241930674493576,4.883256364766425
20387,685.0,90.63,134.87,2.14,29.5,2.88,7.41,47.99,102.838,Heebner,Woody Acres No. 1-2,2.0028304393079956,4.904311351528766
20388,685.5,97.29,136.28,2.04,32.15,2.7,7.34,47.3,110.288,Heebner,Woody Acres No. 1-2,1.9933388426264242,4.914711592792766
20389,686.0,97.72,138.47,1.89,34.45,2.5,7.22,46.59,117.9921,Heebner,Woody Acres No. 1-2,1.9768549529047348,4.9306536956666225
20390,686.5,98.46,142.61,1.67,36.73,2.19,7.01,45.99,124.4142,Heebner,Woody Acres No. 1-2,1.9473377010464987,4.960113631748675
20391,687.0,97.37,147.68,1.56,35.12,1.93,6.77,45.5,128.0619,Heebner,Woody Acres No. 1-2,1.9125010869241836,4.995047770754542
20392,687.5,97.14,152.91,1.59,32.69,1.76,6.54,44.94,128.2453,Heebner,Woody Acres No. 1-2,1.8779371654691073,5.02984951302006
20393,688.0,103.34,157.66,1.74,31.76,1.74,6.34,44.6,125.7088,Heebner,Woody Acres No. 1-2,1.8468787684491346,5.060440815631762
20394,688.5,109.31,161.4,1.92,30.9,2.06,6.2,45.02,122.3812,Heebner,Woody Acres No. 1-2,1.824549292051046,5.083885755835849
20395,689.0,112.2,164.35,2.11,31.34,2.58,6.08,46.18,120.1764,Heebner,Woody Acres No. 1-2,1.8050046959780757,5.101998300110228
20396,689.5,110.91,166.02,2.29,34.89,2.82,6.02,47.56,119.8052,Heebner,Woody Acres No. 1-2,1.7950872593207297,5.112108263026889
20397,690.0,106.96,166.7,2.38,35.65,2.82,6.0,48.69,120.631,Heebner,Woody Acres No. 1-2,1.791759469228055,5.116195789756748
20398,690.5,109.49,166.41,2.36,33.8,2.71,6.01,49.41,121.4935,Heebner,Woody Acres No. 1-2,1.7934247485471162,5.114454622735253
20399,691.0,113.65,165.45,2.33,34.04,2.57,6.04,49.85,121.6085,Heebner,Woody Acres No. 1-2,1.7984040119467235,5.1086690343676215
20400,691.5,112.46,164.56,2.35,34.39,2.46,6.08,50.08,120.9374,Heebner,Woody Acres No. 1-2,1.8050046959780757,5.103275245344702
20401,692.0,109.34,164.03,2.42,32.92,2.42,6.1,50.29,120.0137,Heebner,Woody Acres No. 1-2,1.8082887711792655,5.1000493379243945
20402,692.5,105.9,164.5,2.47,32.72,2.5,6.08,50.63,119.4827,Heebner,Woody Acres No. 1-2,1.8050046959780757,5.1029105702054265
20403,693.0,110.29,165.31,2.48,32.64,2.73,6.05,51.0,119.6945,Heebner,Woody Acres No. 1-2,1.80005827204275,5.107822499064921
20404,693.5,123.62,167.04,2.48,32.23,2.94,5.99,51.41,120.601,Heebner,Woody Acres No. 1-2,1.7900914121273581,5.118233304694274
20405,694.0,131.08,169.37,2.48,32.71,3.01,5.9,51.96,121.9344,Heebner,Woody Acres No. 1-2,1.7749523509116738,5.13208567090303
20406,694.5,128.54,172.92,2.48,34.68,2.98,5.78,52.45,123.4296,Heebner,Woody Acres No. 1-2,1.7544036826842861,5.152829059799431
20407,695.0,125.2,177.68,2.47,36.91,2.92,5.63,52.82,124.8929,Heebner,Woody Acres No. 1-2,1.728109442151599,5.179984179586172
20408,695.5,121.04,183.02,2.46,35.81,2.82,5.46,53.19,126.1515,Heebner,Woody Acres No. 1-2,1.6974487897568136,5.209595436487232
20409,696.0,117.88,189.02,2.45,33.72,2.69,5.29,53.48,127.0669,Heebner,Woody Acres No. 1-2,1.665818245870208,5.24185282956691
20410,696.5,122.79,194.15,2.43,33.16,2.53,5.15,53.54,127.6158,Heebner,Woody Acres No. 1-2,1.6389967146756448,5.268631056177676
20411,697.0,129.32,198.28,2.4,33.47,2.41,5.04,53.4,127.8802,Heebner,Woody Acres No. 1-2,1.6174060820832772,5.289680173152373
20412,697.5,128.33,200.5,2.4,33.92,2.45,4.99,53.34,127.9329,Heebner,Woody Acres No. 1-2,1.6074359097634274,5.300814246746624
20413,698.0,126.81,200.84,2.45,34.22,2.54,4.98,53.53,127.7611,Heebner,Woody Acres No. 1-2,1.6054298910365616,5.302508571166505
20414,698.5,129.27,199.38,2.51,34.8,2.62,5.02,53.76,127.3101,Heebner,Woody Acres No. 1-2,1.6134299337036377,5.295212551594558
20415,699.0,132.72,199.37,2.52,35.55,2.68,5.02,53.75,126.6088,Heebner,Woody Acres No. 1-2,1.6134299337036377,5.295162394854736
20416,699.5,131.33,199.78,2.48,35.26,2.75,5.01,53.45,125.8273,Heebner,Woody Acres No. 1-2,1.6114359150967734,5.2972167611040035
20417,700.0,123.62,201.49,2.45,33.31,2.86,4.96,53.13,125.0571,Heebner,Woody Acres No. 1-2,1.601405740736836,5.3057397523636745
20418,700.5,117.64,202.47,2.44,31.9,2.83,4.94,52.93,123.8447,Heebner,Woody Acres No. 1-2,1.5973653311998313,5.310591727423425
20419,701.0,111.55,200.25,2.42,31.76,2.68,4.99,52.75,121.0173,Heebner,Woody Acres No. 1-2,1.6074359097634274,5.299566585948469
20420,701.5,102.77,195.09,2.35,32.01,2.56,5.13,52.58,115.38,Heebner,Woody Acres No. 1-2,1.6351056591826783,5.27346099054917
20421,702.0,94.5,183.47,2.27,32.4,2.45,5.45,52.1,106.8116,Heebner,Woody Acres No. 1-2,1.6956156086751528,5.212051166390628
20422,702.5,81.72,169.25,2.25,30.53,2.35,5.91,51.45,96.512,Heebner,Woody Acres No. 1-2,1.776645831418007,5.131376911792384
20423,703.0,61.79,153.67,2.33,24.73,2.37,6.51,50.9,86.223,Lansing,Woody Acres No. 1-2,1.873339456220478,5.034807446067241
20424,703.5,43.34,136.68,2.44,16.55,2.71,7.32,50.23,77.3811,Lansing,Woody Acres No. 1-2,1.9906103279732201,4.917642427247091
20425,704.0,38.98,118.51,2.51,10.64,3.25,8.44,49.31,70.6424,Lansing,Woody Acres No. 1-2,2.1329823086078656,4.774997345200357
20426,704.5,39.79,98.24,2.55,8.94,3.6,10.2,48.26,65.8841,Lansing,Woody Acres No. 1-2,2.322387720290225,4.587413464398832
20427,705.0,34.25,78.22,2.6,7.64,3.83,12.78,47.17,64.1395,Lansing,Woody Acres No. 1-2,2.5478814489493886,4.359525369327368
20428,705.5,30.19,59.86,2.63,5.44,4.11,16.76,46.22,61.8618,Lansing,Woody Acres No. 1-2,2.818995095053937,4.0920085024245525
20429,706.0,30.98,45.44,2.64,4.28,4.2,22.01,45.71,61.2744,Lansing,Woody Acres No. 1-2,3.0914968955383704,3.816392774412896
20430,706.5,30.42,38.52,2.65,4.32,4.07,25.97,45.85,62.3826,Lansing,Woody Acres No. 1-2,3.256942025674657,3.651177586929925
20431,707.0,30.45,38.75,2.65,4.54,4.01,25.81,46.64,65.2024,Lansing,Woody Acres No. 1-2,3.2507620137305224,3.657130755799356
20432,707.5,35.67,45.77,2.65,5.25,4.07,21.88,48.11,70.0747,Lansing,Woody Acres No. 1-2,3.0855729775537806,3.8236288546655506
20433,708.0,42.93,58.68,2.64,6.99,4.14,17.04,50.05,77.4771,Lansing,Woody Acres No. 1-2,2.8355635214011694,4.072098953274781
20434,708.5,50.62,72.3,2.62,9.68,4.03,13.84,52.06,87.1461,Lansing,Woody Acres No. 1-2,2.6275629501895237,4.280824129164719
